title,link
Anthony Capuano - President and Chief Executive Officer,https://www.linkedin.com/in/anthonycapuano
"Jim Milton - Boca Raton, Florida, United States",https://www.linkedin.com/in/jim-milton-9b044416
Jeff Barna - President & CEO - Yokohama Tire Corporation,https://www.linkedin.com/in/jeff-barna
Sébastien Guinchard - CEO - Sabon USA,https://www.linkedin.com/in/s%C3%A9bastien-guinchard-9b506a36
Steven Locke - CEO - USA Field Hockey,https://www.linkedin.com/in/steven-locke-a5244967
"Noel Wallace - Chairman, President and Chief Executive ...",https://www.linkedin.com/in/noel-wallace-453797173
Jeff Eilers - President and CEO - Broekema Beltway USA Inc,https://www.linkedin.com/in/jeff-eilers-150b9311
Logan Nathan - Founder and CEO | 'Field Service ...,https://au.linkedin.com/in/logannathan
Jeff Mechura - President & CEO - Elan USA Corp.,https://www.linkedin.com/in/jeff-mechura-261a2a10
Olivier Poirot,https://www.linkedin.com/in/olivier-poirot-7a3221a
Mike Walters - CEO - USA Financial,https://www.linkedin.com/in/mike-walters1
David Borrero - CEO - USA Land Ventures,https://www.linkedin.com/in/david-borrero-3b7b6459
Suzanne Clark,https://www.linkedin.com/in/suzanne-clark-14081665
Peter J Arduini - President & CEO - GE HealthCare,https://www.linkedin.com/in/peter-j-arduini
Mike McGowan - Region Head and Chief Executive Officer,https://www.linkedin.com/in/mike-mcgowan
Gloria Negrao - President and CEO - Liberty Imports USA ...,https://www.linkedin.com/in/gloria-negrao-5290408
John Boyle - Morris Catholic - United States,https://www.linkedin.com/in/john-boyle-79a7933
David Utrilla - President & CEO - U.S. Translation Company,https://www.linkedin.com/in/davidutrilla
Stuart Sopp - CEO - Current,https://www.linkedin.com/in/stuartsopp
Chris Cartwright - President and Chief Executive Officer,https://www.linkedin.com/in/chris-cartwright
Mike Thompson - President and CEO - CODAN USA,https://www.linkedin.com/in/mike-thompson-b62a2910
Simon Wood - CEO/Regional Director of Eficode (UK & USA),https://uk.linkedin.com/in/simonpatwood
Stephane Berthier - President and CEO,https://www.linkedin.com/in/stephane-berthier-a114518
Bill Thompson,https://www.linkedin.com/in/bill-thompson-706b366
David I. - Founder and CEO - Effeect,https://www.linkedin.com/in/ispiryan1
Keelan Barker - CEO - Sport First USA,https://uk.linkedin.com/in/keelan-barker-ba056b110
"Chris Koutrotsios - President and CEO - MasterTel USA, Inc.",https://www.linkedin.com/in/chriskoutrotsios
Martin Randolph - Chief Executive Officer - Osmond,https://www.linkedin.com/in/mj-randolph
"Chris Slater - Founder & CEO - Oka, The Carbon Insurance ...",https://uk.linkedin.com/in/chris-slater-0495b95
Victoria Azubuike - CEO of The Us Group,https://uk.linkedin.com/in/victoria-azubuike-a89146b4
Angelo Keely - Co-Founder & CEO - Kion,https://www.linkedin.com/in/angelokeely
James Titus - CEO - Newgen Biotech USA,https://www.linkedin.com/in/james-titus-aa31aa16
Dr. Anna Selvan John - NanoPV Solar Inc. USA,https://www.linkedin.com/in/dr-anna-selvan-john-39415a105
Juan Carlos Ortíz - President & CEO DDB Latina (Spain ...,https://www.linkedin.com/in/juan-carlos-ort%C3%ADz-45284115
Christian Steiner - CEO - Helvetas USA,https://www.linkedin.com/in/steinerchris
"Martin South - President and CEO, Marsh",https://www.linkedin.com/in/martin-south
Edgar Lozano - President & CEO - The USA Bouquet Co,https://www.linkedin.com/in/edgar-lozano-a79243a9
"Rodriguez Jesus - CEO, president & treasurer @ gmail.com",https://www.linkedin.com/in/rodriguez-jesus-73820a1ab
Antonio Neri,https://www.linkedin.com/in/antonio-neri-hpe
ganesh prabagaran - CEO - USA,https://www.linkedin.com/in/ganesh-prabagaran-9aa57a1ab
Mike Solomon - Chief Executive Officer - PHD,https://www.linkedin.com/in/mikesolomonomd
Jeff Maggioncalda - CEO - Coursera,https://www.linkedin.com/in/jeff-maggioncalda-5652548
Ryan Roslansky,https://www.linkedin.com/in/ryanroslansky
Johanna Y. - Founder and CEO - For People,https://www.linkedin.com/in/johannayi
Peter Wyles - Chief Executive Officer - Region Americas,https://www.linkedin.com/in/peter-wyles-6721454
"Chris Hunt - CEO Red Bull US, Head Coach ...",https://www.linkedin.com/in/chris-hunt-2853269
"Jeff Tankersley, MS, MBA - CEO & Managing Director",https://www.linkedin.com/in/jeff-tankersley-ms-mba-2975ab10
John Stone - President and CEO - Allegion,https://www.linkedin.com/in/john-stone-deere
Edgar Huber - Chief Executive Officer - NEST New York,https://www.linkedin.com/in/edgarhuber
Florian Otto - CEO and Co-Founder - Cedar Inc.,https://www.linkedin.com/in/florianotto
Jamie Prickett - Experior Financial Group Inc.,https://ca.linkedin.com/in/jamieprickett
Fritz Carlson - President & CEO | Material Removal ...,https://www.linkedin.com/in/fritz-carlson
Matt Mullenweg - CEO - Automattic Inc.,https://www.linkedin.com/in/mattm
Julie Hansen - CRO & US CEO - Babbel,https://www.linkedin.com/in/juliehansenalexander
Philip Belamant,https://uk.linkedin.com/in/philip-belamant
Bev White - Board Member - SQLI,https://uk.linkedin.com/in/bevwhite
Fadi Yaish - Founder and CEO - And Us Group,https://ae.linkedin.com/in/fadiyaish
Julie Cohen - Chief Executive Officer - Across the Pond,https://uk.linkedin.com/in/julieannecohen
Sidd Ahmed - President & CEO - VDart Inc,https://www.linkedin.com/in/siddsa
Julio Bruno - Founder & CEO - BeBeMe,https://uk.linkedin.com/in/juliobruno
Adam Alani - CEO - USA Gaming,https://in.linkedin.com/in/adam-alani-23b008142
Raymond Nogael - President and CEO North America,https://ca.linkedin.com/in/rnogael
Frank Radtke - CEO - USA First Choice Consulting,https://ca.linkedin.com/in/frank-radtke-41b701ba
Dew Drop - CEO - Iberdrola USA,https://bd.linkedin.com/in/dewdrop670
Nishith Mirani - Group CEO - NEXTVIEW LLC - USA,https://in.linkedin.com/in/nishith-mirani-283ab2176
Christoph Langwallner - Co-founder & CEO - WhatIF Foods,https://sg.linkedin.com/in/christophlangwallner
Azu Ikejiani - CEO - Kanec USA Inc,https://ng.linkedin.com/in/azu-ikejiani-8b574316
Paul Hudson - Chief Executive Officer - Sanofi,https://fr.linkedin.com/in/paulhudsonprofile
Asif Peer,https://pk.linkedin.com/in/asif-peer-72b19334
Geoffrey Finlay - Chairman - Navitas Safety,https://uk.linkedin.com/in/geoffreyfinlay
Aaron Patzer,https://nz.linkedin.com/in/apatzer
Tal Zilberberg - Executive Director - The Global Chamber,https://il.linkedin.com/in/tal-zilberberg-88b13166
Marc Coleman - Founder & CEO - UNLEASH,https://uk.linkedin.com/in/marccoleman
Rajeeb Dey MBE - Founder & CEO - Learnerbly,https://uk.linkedin.com/in/rajeebdey
Jack Casey - Co-Founder & CEO - Impact Consulting,https://uk.linkedin.com/in/jack-casey-427234127
James Brooke - CEO - Sweft,https://uk.linkedin.com/in/jamesbrooke
Tamseel Hussain - Founder & CEO - People Like Us ...,https://in.linkedin.com/in/tamseel-hussain
Michel Zecri - Chief Executive Officer - LYNRED USA,https://fr.linkedin.com/in/michel-zecri-67abb89
Seni Sulyman - Co-Founder and CEO - Talstack,https://ng.linkedin.com/in/senisulyman
Dylan Field,https://www.linkedin.com/in/dylanfield
Mike Green - Professor and CEO - US Studies Centre,https://au.linkedin.com/in/mike-green-5b24a3114
Nirav Shah - Founder & CEO - Permanent & Locum Hire,https://uk.linkedin.com/in/niravshah1
Danna Walker - Founder | CEO - Built By Us,https://uk.linkedin.com/in/danna-walker-067b0736
Lev Likhtarev - Founder & CEO - Pastory,https://uk.linkedin.com/in/likhtarev?trk=public_profile_browsemap
sulman naseer - ceo - usa beautycare.com,https://pk.linkedin.com/in/sulman-naseer-03820071
Robert Tadros - Founder & CEO - Impressive Digital,https://au.linkedin.com/in/roberttadros
Deepak Divakaran - CEO - Orbit Infotec,https://in.linkedin.com/in/deepak-divakaran-5754bb17a
Dan Eisenhardt - Founder & CEO - FORM,https://ca.linkedin.com/in/daneisenhardt
ADEKUNLE KAYODE ALLIU - FOUNDER and CEO,https://ng.linkedin.com/in/adekunle-kayode-alliu-44b669129
Huub TEMMINK (private) - ceo - USA 3000 Airlines,https://in.linkedin.com/in/huub-temmink-private-46399a10
Tony Reis - Chief Executive Officer at Olsen Canada & USA,https://ca.linkedin.com/in/tonyreis1
Zayed Ahmed - Founder and CEO - ASL BPO,https://bd.linkedin.com/in/zayed-ahmed-a539a986
Mauro Caneschi - Group Chief Executive Officer,https://it.linkedin.com/in/mauro-caneschi-990b4618
Netta Kivilis - Founder and CEO - Blue Seedling,https://il.linkedin.com/in/netta
Jean-François Duquesne - CEO North America,https://ca.linkedin.com/in/jean-fran%C3%A7ois-duquesne-60bba53
Kamalesh US - Founder and CEO - LeadLoaaf,https://in.linkedin.com/in/kamleshkumars
和和 - CEO - USA TODAY,https://kh.linkedin.com/in/%E5%92%8C-%E5%92%8C-85210a96
asad raza - ceo - USA TODAY,https://uk.linkedin.com/in/asad-raza-377719a5
David Bailey,https://uk.linkedin.com/in/david-bailey-831b9518
Ashish Munjal - Co-Founder and CEO - Sunstone,https://in.linkedin.com/in/ashishmunjal
Sandeep kumar - ceo - Usa Cars,https://in.linkedin.com/in/sandeep-kumar-2a0738197
Mercedes Abramo,https://ch.linkedin.com/in/mercedes-abramo-5013984
"Thomas Yoon - LG Electronics U.S.A., Inc. | President & CEO",https://kr.linkedin.com/in/thomasyoonlg
Matan Bar - Co-founder & CEO - Melio,https://il.linkedin.com/in/matanbar
Rhys Jones⚡️ - Recharge Recruitment Ltd,https://uk.linkedin.com/in/rhysjonesusa?trk=public_profile_browsemap
Gyve Safavi - Co-Founder & CEO - SURI,https://uk.linkedin.com/in/gyvestar
Patrick Sulliot - President and CEO Americas & Oceania,https://ca.linkedin.com/in/patrick-sulliot-029a1b159
Pooja Jauhari - Founder & CEO - EMoMee,https://in.linkedin.com/in/pooja-jauhari-4ab38755
Sharad Mathur - Managing Director & CEO,https://in.linkedin.com/in/sharad-mathur-5918285
Nafiza Adnan - ceo - USA Technologies,https://bd.linkedin.com/in/nafiza-adnan-b3495b134
Daniel Nathrath – Co-Founder and CEO – Ada Health,https://de.linkedin.com/in/nathrath
Judd Aron - CEO - USA Health Products,https://za.linkedin.com/in/judd-aron-807a5290
RP Singh - Managing Director & CEO - Shriram Fortune ...,https://in.linkedin.com/in/rp-singh-76595223
Suresh Jagtiani - Group CEO - FirstChoice Group Canada ...,https://ca.linkedin.com/in/suresh-jagtiani-34b312a9
Ken Zwiebel - Chief Executive Officer - AnyComplete,https://il.linkedin.com/in/ken-zwiebel
Frank Holemans - President & CEO - Firebreak Canada ...,https://ca.linkedin.com/in/frank-holemans-b5178220
Ashwani Sharma - President & CEO - UFLEX Group,https://in.linkedin.com/in/ashwani-sharma-13233615
Akshay Chaturvedi - Founder & CEO - Leverage Edu,https://in.linkedin.com/in/akshaychaturvedi
abdul waheed - Askari General Insurance Company Limited,https://pk.linkedin.com/in/abdul-waheed-68303415
Adam Centorrino - Founder and Chief Executive Officer,https://au.linkedin.com/in/adam-centorrino
Thomas Helms - Founder & CEO - Crispa.ai,https://pt.linkedin.com/in/helmsthomas
John R Fergusson - Director & CEO - B.A.C.U.P. the Future ...,https://au.linkedin.com/in/johnrfergusson
Rajeev Malik - Founder & CEO - RWV Group,https://in.linkedin.com/in/rajeev-malik-87540130
Sandeep Arora - Managing Director and CEO,https://in.linkedin.com/in/sandeeparora99
Andrey K. - Founder and CEO - Miro,https://nl.linkedin.com/in/khusid
Rohit Karan - Executive Director - Tesla Power USA,https://in.linkedin.com/in/rohit-karan-35253720a
Rohit Chawla - Founder & CEO - Innovist,https://in.linkedin.com/in/rchawla
Jim Anastasiadis - Magic White Inc. Canada / USA,https://ca.linkedin.com/in/jim-anastasiadis-1a681311
Patrick Short - Co-Founder and CEO - Sano Genetics,https://uk.linkedin.com/in/patrick-short
peter hale - ceo usa oil mines in nigeria - Grand Oil,https://ng.linkedin.com/in/peter-hale-7b4006173
Iliassou Kamara - Principal CEO - Usa west africa,https://lr.linkedin.com/in/iliassou-kamara-30207a188
Somsubhra GanChoudhuri - Co-Founder & CEO - Ai Palette,https://sg.linkedin.com/in/somsubhrag
Vishal Punamiya - Founder and CEO - Ventory,https://be.linkedin.com/in/vishalpunamiya
"Fertram Sigurjonsson - Founder, President & CEO - Kerecis",https://is.linkedin.com/in/fertram
Harshal shah - Elsner Technologies Pvt. Ltd. DAIICT,https://in.linkedin.com/in/harshalelsner
Simon Fieldhouse,https://uk.linkedin.com/in/simonfieldhouse
steven benjemin - CEO - USA Aide,https://lk.linkedin.com/in/steven-benjemin-54877643
Mike Kwal - Founder & CEO - MK Way,https://ca.linkedin.com/in/mikekwal
Rajkumar Jalan - CEO - USA Online LLC,https://in.linkedin.com/in/rajkjalan
Sam Gupta - Founder and CEO - ElevatIQ,https://ca.linkedin.com/in/samguptausa
Suresh V Shankar - Founder and CEO - Crayon Data,https://sg.linkedin.com/in/sureshshankar
Dave Ward - Chief Executive Officer - Meticulosity,https://ca.linkedin.com/in/davewardny
Taranjeet Singh - Co-Founder and CEO - Innvocon ...,https://in.linkedin.com/in/taranjeet-singh-b604a1131
"Luis Gonzalez - Founder / CEO, USA - InterConnecta",https://pr.linkedin.com/in/luis-gonzalez-302a476/es
John Austin - Founder & CEO - Talegent,https://au.linkedin.com/in/johnaaustin
"Magdy Moussa - Owner, President & CEO - Clean Air ...",https://ca.linkedin.com/in/magdy-moussa-6184b18
ABUL HAYAT ASIB - OWNER & CEO,https://bd.linkedin.com/in/abul-hayat-asib-0a4295aa
Eyad Abu Khorma - Founder & CEO - NaiTel,https://jo.linkedin.com/in/eyad-abu-khorma-77487028
Sarah Franklin,https://www.linkedin.com/in/sarahfranklin
Luke Sheffield,https://www.linkedin.com/in/luke-sheffield-333b8b21
Kory Stevens - TAFT,https://www.linkedin.com/in/kory-stevens-97b97a46
Reuben Alexander Saxon - Strategic Advisor - Isometric,https://uk.linkedin.com/in/realexandersaxon
Bill Gates,https://www.linkedin.com/in/williamhgates
Kat MacLean Daley - VP & Head of Publishing,https://www.linkedin.com/in/kat-maclean-daley-624204a6
Eric Schwamberger - HGS Interactive,https://www.linkedin.com/in/eschwamberger
Ahmed Saad - القاهرة القاهرة الجديدة مصر | ملف شخصي احترافي,https://eg.linkedin.com/in/ahmed-saad-a7310162
